xR,xEGF,xRa,xR2,xRP,xPLCg,xRPL,xRPLP,xPLCgP,xGrb,xRG,xSOS,xRGS,xGS,xShc,xRSh,xRShP,xShP,xRShG,xShG,xRShGS,xShGS,xPLCgPI,xe1,xerp,xe2,xeplcg,xe3,xeshp
-0.31260303,-0.31260303,-9.637235,-18.8972,-1.539624,5.6205597,5.9008613,23.899532,4.255854,2.44388,-2.9665656,0.32923478,-0.92419314,-0.017362703,0.19809446,-0.011744615,-0.32852653,-1.3169571,-0.14882803,1.004782,0.012054501,0.5998258,-39.725216,0.019003013,-0.019003013,-0.05369877,0.05369877,0.0087223435,-0.0087223435
-0.27891326,-0.27891326,-9.483849,-18.81769,-1.5364215,5.619419,5.8119483,23.858543,4.370955,2.433692,-2.9734879,0.34668973,-0.9113672,-0.03440224,0.20322126,-0.0063571725,-0.33840328,-1.3023825,-0.15270099,1.0431911,0.013991074,0.58467716,-39.682648,0.06546235,-0.06546235,-0.024019409,0.024019409,0.04526152,-0.04526152
-0.2753392,-0.2753392,-9.487881,-18.67815,-1.5783696,5.620713,5.7181497,23.806679,4.370238,2.3024614,-2.9668338,0.36090392,-0.9091041,-0.02114525,0.2165476,-0.009399595,-0.35807317,-1.4733357,-0.12988627,1.1591941,0.008557449,0.56041,-39.552727,0.019942844,-0.019942844,-0.04240656,0.04240656,-0.025954429,0.025954429
-0.29623014,-0.29623014,-9.391104,-18.742174,-1.4134192,5.6161833,5.633022,23.749933,4.4892783,2.2660336,-2.9716568,0.3018084,-0.906917,-0.0014203335,0.22540498,-0.015732452,-0.3574587,-1.5078766,-0.12037937,1.131853,0.009210609,0.5969401,-39.514336,0.019254077,-0.019254077,-0.032992516,0.032992516,-0.038006097,0.038006097
-0.34901148,-0.34901148,-9.334122,-18.637434,-1.324247,5.620831,5.545562,23.700918,4.4990277,2.314017,-2.986889,0.3151019,-0.8951649,0.010385912,0.21143243,-0.031961128,-0.32604077,-1.4212873,-0.12799406,1.1198492,0.011137446,0.55815065,-39.392735,0.08542048,-0.08542048,-0.033478446,0.033478446,-0.006690262,0.006690262
-0.32674512,-0.32674512,-9.212368,-18.395088,-1.5704453,5.623887,5.4591017,23.657055,4.5138016,2.3027575,-2.987035,0.30311075,-0.8921276,0.02586391,0.187196,-0.019185834,-0.33906323,-1.4129586,-0.138192,1.1293701,0.015162364,0.54756796,-39.301712,0.019025285,-0.019025285,-0.05654691,0.05654691,-0.030083172,0.030083172
-0.31865957,-0.31865957,-9.1716585,-18.27656,-1.4804028,5.6195316,5.3768573,23.601809,4.5718784,2.2162526,-2.9796677,0.3365306,-0.9052996,0.045955446,0.2181802,-0.033957426,-0.33583838,-1.4977392,-0.15063277,1.2544243,0.00868115,0.51371753,-39.186874,0.07910803,-0.07910803,-0.024261579,0.024261579,-0.0231468,0.0231468
-0.35394186,-0.35394186,-9.046414,-18.263657,-1.4841722,5.617835,5.301815,23.542137,4.6089096,2.2135854,-2.9849834,0.34024936,-0.90102184,-0.0074414006,0.22106944,-0.04899984,-0.30259794,-1.5901388,-0.14633217,1.2617881,0.0072001326,0.5606383,-39.11746,0.018954363,-0.018954363,-0.05315922,0.05315922,-0.037358027,0.037358027
-0.3411045,-0.3411045,-9.006611,-18.04978,-1.596011,5.614667,5.2181683,23.490196,4.6323323,2.2670832,-2.978009,0.3208702,-0.9020623,0.0024839053,0.21469632,-0.029371757,-0.32050002,-1.4910266,-0.14325011,1.1788027,0.0035375115,0.5747939,-38.9863,0.018002542,-0.018002542,-0.036934182,0.036934182,-0.012307024,0.012307024
-0.336815,-0.336815,-9.007373,-17.758263,-1.7459803,5.6096992,5.1410837,23.439259,4.633569,2.2798166,-2.9611592,0.3167333,-0.8989136,0.04014463,0.1943136,-0.018943623,-0.32540053,-1.3986316,-0.15450615,1.1564081,0.001780958,0.5398388,-38.86246,0.0463229,-0.0463229,-0.042854723,0.042854723,-0.0051261266,0.0051261266
-0.29421315,-0.29421315,-9.058811,-17.778246,-1.6481348,5.605866,5.0655766,23.367214,4.664335,2.2973194,-2.9466648,0.3066728,-0.9030225,0.08033736,0.20334858,-0.028778484,-0.3212323,-1.3218321,-0.13584375,1.0958902,-0.0032079956,0.5187824,-38.77144,-0.008981021,0.008981021,-0.069957115,0.069957115,0.0071319058,-0.0071319058
-0.29588372,-0.29588372,-8.977596,-17.524317,-1.7478485,5.609541,4.9883575,23.299114,4.7315893,2.226944,-2.9496927,0.29330716,-0.9004426,0.122127615,0.20728946,-0.021800695,-0.36035806,-1.3309962,-0.12221567,1.1423119,0.0040936675,0.48049298,-38.68868,0.027485002,-0.027485002,-0.05899051,0.05899051,-0.0011930063,0.0011930063
-0.30064857,-0.30064857,-8.875467,-17.469444,-1.7557352,5.597477,4.9230695,23.245106,4.7183366,2.2535152,-2.9743605,0.31623656,-0.888085,0.098437876,0.21401724,-0.015591839,-0.36435434,-1.332467,-0.1081249,1.1493943,-0.00029847503,0.4732685,-38.57354,0.0019376859,-0.0019376859,-0.08709817,0.08709817,0.015828595,-0.015828595
-0.27977726,-0.27977726,-8.757938,-17.367298,-1.7135375,5.5927386,4.8546047,23.182762,4.759574,2.2271395,-2.9761472,0.31444117,-0.88471866,0.14206244,0.20755512,-0.019987544,-0.37282246,-1.2656478,-0.10595617,1.1736581,0.002637838,0.42510468,-38.42843,0.0797221,-0.0797221,-0.032363366,0.032363366,0.044535764,-0.044535764
-0.26249078,-0.26249078,-8.669086,-17.31307,-1.759625,5.590467,4.7814493,23.1227,4.7306294,2.2208426,-2.972603,0.32833612,-0.89937574,0.11989195,0.19829339,-0.008113195,-0.38593072,-1.3180009,-0.11104238,1.1955439,0.0060876817,0.44458985,-38.28606,-0.0059749936,0.0059749936,-0.051636495,0.051636495,0.021421982,-0.021421982
-0.25162998,-0.25162998,-8.646694,-17.361036,-1.5314087,5.587003,4.7201223,23.039293,4.6907396,2.2113118,-2.9575722,0.37571532,-0.901232,0.17543319,0.2116828,-0.007997902,-0.40800747,-1.2541816,-0.11331946,1.2398267,0.005152913,0.34447196,-38.098846,0.03372008,-0.03372008,-0.04983894,0.04983894,0.017624024,-0.017624024
-0.2261608,-0.2261608,-8.618781,-17.41047,-1.388473,5.5837007,4.6485844,22.978258,4.7781034,2.2088776,-2.9649057,0.37150514,-0.897377,0.14196551,0.2021624,0.004082921,-0.4433567,-1.2570281,-0.10317907,1.2352211,0.0023033104,0.38112104,-38.026768,0.0008538002,-0.0008538002,-0.025200855,0.025200855,0.021318678,-0.021318678
-0.23552372,-0.23552372,-8.531126,-17.487267,-1.1093562,5.57809,4.5825562,22.911793,4.785632,2.1721005,-2.9758515,0.33044085,-0.89322025,0.06475474,0.18728596,0.009282906,-0.46088603,-1.3929372,-0.11275645,1.2514877,0.0008140116,0.4967106,-37.90133,0.07993344,-0.07993344,-0.032966834,0.032966834,-0.02100504,0.02100504
-0.23295179,-0.23295179,-8.414452,-17.449535,-1.2009552,5.5723076,4.5235205,22.843826,4.791399,2.214104,-2.969876,0.3583722,-0.88890755,-0.011065664,0.1988509,0.028267568,-0.4807592,-1.4483482,-0.11311956,1.2319846,0.0071070734,0.53399503,-37.796143,-0.0250891,0.0250891,-0.054410286,0.054410286,-0.042026196,0.042026196
-0.24481538,-0.24481538,-8.309458,-17.105526,-1.376884,5.564399,4.4633646,22.772552,4.821109,2.1480622,-2.9806476,0.2925061,-0.87677,-0.07461947,0.20181584,0.027074782,-0.48444346,-1.5554953,-0.11687043,1.2466747,0.0030028366,0.65537405,-37.66402,0.04728506,-0.04728506,-0.034095794,0.034095794,-0.022879245,0.022879245
-0.22373806,-0.22373806,-8.217818,-16.805641,-1.639936,5.5526257,4.4047523,22.69728,4.7969236,2.1700287,-2.9740791,0.32301155,-0.8789524,-0.07213408,0.18707779,0.027406646,-0.46451375,-1.528265,-0.12244877,1.2542113,0.0016239033,0.6259717,-37.499775,0.023854723,-0.023854723,-0.043302793,0.043302793,-0.01895717,0.01895717
-0.21029024,-0.21029024,-8.1905985,-16.719988,-1.5774877,5.546714,4.343852,22.635437,4.8272085,2.1866665,-2.9833465,0.3089885,-0.8770359,-0.043437928,0.1916909,0.015586749,-0.4538964,-1.4407551,-0.114203535,1.2245555,0.0027821572,0.6082554,-37.386215,0.06922353,-0.06922353,-0.03174428,0.03174428,0.03399791,-0.03399791
-0.24019223,-0.24019223,-8.048774,-16.719376,-1.570209,5.5379333,4.2866583,22.56675,4.823079,2.201519,-2.9869704,0.31403857,-0.87300605,-0.012305766,0.20007497,0.02315405,-0.47723782,-1.4360089,-0.12046842,1.2246394,0.00040327717,0.5704348,-37.247818,-0.016655833,0.016655833,-0.03405898,0.03405898,-0.01503369,0.01503369
-0.2446892,-0.2446892,-8.019861,-16.712631,-1.3784541,5.526301,4.237993,22.492735,4.8261433,2.1708753,-3.0010755,0.2831189,-0.8730277,-0.03248243,0.19288182,0.033701796,-0.47712013,-1.4816618,-0.1018684,1.2197162,-0.010774144,0.6327528,-37.10295,0.07705383,-0.07705383,-0.02192196,0.02192196,0.007597143,-0.007597143
-0.24140681,-0.24140681,-7.936145,-16.60036,-1.4302545,5.520873,4.181619,22.416153,4.8432226,2.158093,-2.9966173,0.2421723,-0.86880445,-0.05308136,0.18043856,0.016920015,-0.46678,-1.4338313,-0.10637126,1.1914834,-0.010901147,0.6902063,-37.01493,0.04680491,-0.04680491,-0.056739274,0.056739274,0.06114304,-0.06114304
-0.24833804,-0.24833804,-7.8399534,-16.667198,-1.3168238,5.5133924,4.1360874,22.339806,4.8798475,2.1202097,-2.9945424,0.2773329,-0.86709213,-0.07436247,0.16993672,0.04681176,-0.5044661,-1.592595,-0.095921606,1.2520276,-0.012853799,0.67655677,-36.852654,0.021191753,-0.021191753,0.010292148,-0.010292148,-0.060522527,0.060522527
-0.22605982,-0.22605982,-7.879929,-16.56049,-1.3014998,5.5066314,4.0816703,22.275517,4.846833,2.1766894,-2.999883,0.2508861,-0.86645794,0.009460032,0.19015771,0.018154543,-0.46056557,-1.4400687,-0.0999195,1.178578,-0.01086038,0.6165862,-36.709545,0.02422215,-0.02422215,-0.007867349,0.007867349,-0.007955803,0.007955803
-0.20255455,-0.20255455,-7.9395294,-16.470896,-1.2250054,5.506678,4.025084,22.195646,4.7903304,2.135104,-2.9904,0.29668528,-0.87229365,-0.0071581034,0.19171332,0.004272742,-0.45989,-1.5157447,-0.09666142,1.2533334,-0.015506712,0.59789884,-36.550106,0.024035528,-0.024035528,-0.042848267,0.042848267,-0.04059668,0.04059668
-0.20165974,-0.20165974,-7.909099,-16.41457,-1.220711,5.505195,3.9651465,22.122522,4.8153515,2.1207626,-2.9761782,0.28755352,-0.8721374,-0.10109308,0.20035838,0.0032353094,-0.46032804,-1.5448723,-0.08804249,1.2358836,-0.021429015,0.70671487,-36.439854,-0.01841641,0.01841641,-0.04153519,0.04153519,0.031509675,-0.031509675
-0.22404486,-0.22404486,-7.916702,-16.135132,-1.3831067,5.501527,3.913315,22.044487,4.8531494,2.1227055,-2.981325,0.25070828,-0.862396,-0.08985695,0.21088055,-0.011295168,-0.45016444,-1.586677,-0.07997194,1.1943334,-0.023201378,0.7243822,-36.35283,-0.041086752,0.041086752,-0.05364097,0.05364097,-0.021722548,0.021722548
-0.22576429,-0.22576429,-7.858335,-16.076488,-1.3518327,5.4879,3.8742185,21.975409,4.8033957,2.1372886,-2.9761548,0.26857796,-0.8659864,-0.0006675583,0.2042531,-0.011988543,-0.44031057,-1.4750506,-0.07757814,1.1902094,-0.01824605,0.61598474,-36.204945,-0.011446639,0.011446639,-0.07738835,0.07738835,-0.0127230855,0.0127230855
-0.25226155,-0.25226155,-7.8988028,-16.02108,-1.2933396,5.478487,3.8248425,21.907122,4.8595552,2.1031651,-2.9756694,0.22723526,-0.8649016,0.03191919,0.20140181,-0.009065278,-0.41982263,-1.3918209,-0.07334397,1.1783868,-0.019838523,0.62526786,-36.084347,-0.019908544,0.019908544,-0.028169986,0.028169986,0.09116553,-0.09116553
-0.23028618,-0.23028618,-7.883383,-16.025024,-1.1812944,5.466362,3.780117,21.826511,4.8309293,2.0967896,-2.963776,0.2683537,-0.87323713,0.03416463,0.20556246,-0.0060344995,-0.3963219,-1.5022525,-0.066835314,1.2076294,-0.020684265,0.5910706,-35.93454,0.018073712,-0.018073712,-0.045289986,0.045289986,0.012135545,-0.012135545
-0.22084315,-0.22084315,-7.7148094,-16.014885,-1.1647226,5.4597244,3.728445,21.758142,4.796654,2.0879025,-2.9543445,0.23385668,-0.87582433,0.044916734,0.19596861,0.004748165,-0.43285632,-1.4649657,-0.054893367,1.1606693,-0.016369544,0.61306685,-35.77868,0.011331003,-0.011331003,-0.04819717,0.04819717,0.005382195,-0.005382195
-0.2522906,-0.2522906,-7.721776,-15.780391,-1.2046187,5.455339,3.6849232,21.670916,4.788818,2.042599,-2.9316344,0.20634493,-0.884778,0.09048917,0.20328936,-0.0064243637,-0.45517027,-1.4097185,-0.0430379,1.143994,-0.020455081,0.60801506,-35.60942,0.04374706,-0.04374706,-0.019170048,0.019170048,0.02051596,-0.02051596
-0.2558205,-0.2558205,-7.552184,-15.896349,-1.1082075,5.4410605,3.647499,21.592361,4.6893897,2.0066273,-2.9257364,0.21189484,-0.8859393,0.118383415,0.2283048,-0.014090245,-0.46321952,-1.4566493,-0.03553259,1.1722013,-0.014353682,0.56962365,-35.411133,-0.0064861216,0.0064861216,-0.049177848,0.049177848,-0.0136930365,0.0136930365
-0.2604598,-0.2604598,-7.486608,-15.747176,-1.137522,5.4349394,3.6010482,21.521439,4.6987004,2.0205245,-2.9217741,0.2372886,-0.8873763,0.13438334,0.23485737,-0.026360035,-0.4685941,-1.3705914,-0.041211605,1.185516,-0.0121212015,0.5274501,-35.28419,0.0072323526,-0.0072323526,-0.035966195,0.035966195,0.02898277,-0.02898277
-0.25190654,-0.25190654,-7.5207877,-15.75841,-1.0123738,5.424447,3.564097,21.448862,4.7130733,1.9712191,-2.9242191,0.21764329,-0.8838721,0.081448846,0.24467626,-0.02159081,-0.4682999,-1.5316703,-0.030028354,1.2065709,-0.019238612,0.6036751,-35.171513,0.007912675,-0.007912675,-0.029135603,0.029135603,-0.015867302,0.015867302
-0.23298891,-0.23298891,-7.4804716,-15.628241,-1.0405564,5.411842,3.5258613,21.372698,4.6283054,1.9355538,-2.9112725,0.19905928,-0.88644266,0.13167979,0.24981803,-0.052143574,-0.41784,-1.5168197,-0.038412042,1.2191503,-0.026254158,0.58164614,-34.973057,0.0387059,-0.0387059,-0.043707766,0.043707766,-0.0008147857,0.0008147857
-0.25957108,-0.25957108,-7.2913327,-15.509788,-1.1299747,5.4063787,3.483453,21.287113,4.6718297,1.9235699,-2.9108832,0.17906214,-0.88089406,0.12623027,0.26568398,-0.062814526,-0.4255585,-1.5484846,-0.040944688,1.2134192,-0.029207893,0.60452634,-34.872276,0.0014336207,-0.0014336207,-0.035082296,0.035082296,-0.02335287,0.02335287
-0.28318608,-0.28318608,-7.2479286,-15.471478,-1.0523756,5.393308,3.4522643,21.194225,4.646992,1.8458593,-2.9064448,0.14458358,-0.88051575,0.19084807,0.25402895,-0.053724796,-0.4117299,-1.5173109,-0.04603266,1.2574444,-0.023395633,0.5682112,-34.73017,0.029930273,-0.029930273,-0.056724645,0.056724645,0.027513187,-0.027513187
-0.2962462,-0.2962462,-7.276661,-15.411233,-1.0782509,5.385078,3.4132376,21.118923,4.6939516,1.8923287,-2.9044752,0.111677095,-0.8863314,0.1329428,0.23335633,-0.048550457,-0.4081152,-1.5215956,-0.037246894,1.1674118,-0.018068096,0.6594893,-34.64226,-0.053488895,0.053488895,-0.046054948,0.046054948,0.026696842,-0.026696842
-0.3062756,-0.3062756,-7.179742,-15.2551365,-1.1002605,5.376407,3.3779962,21.040386,4.7415047,1.8313036,-2.8948965,0.1119347,-0.8852661,0.13699655,0.24320614,-0.036106557,-0.43368697,-1.5966294,-0.03310053,1.215039,-0.019144982,0.65515745,-34.555405,0.008975616,-0.008975616,-0.035313956,0.035313956,-0.005247284,0.005247284
-0.28752667,-0.28752667,-7.290405,-15.100993,-1.1338253,5.3679786,3.3411922,20.963888,4.720087,1.7955998,-2.8906627,0.102848426,-0.88927567,0.1668044,0.22475621,-0.023982419,-0.43758023,-1.5549839,-0.023477638,1.2279581,-0.005647349,0.62491214,-34.428825,0.0031937484,-0.0031937484,-0.049602617,0.049602617,0.03198497,-0.03198497
-0.27258426,-0.27258426,-7.2279043,-15.067976,-1.0956517,5.361912,3.301776,20.880993,4.7712545,1.7757524,-2.8892808,0.0714526,-0.8924146,0.14743778,0.22021565,-0.015811626,-0.4457524,-1.5727737,-0.017873446,1.2095023,-0.0104370825,0.6835673,-34.338547,-0.008610707,0.008610707,-0.0335676,0.0335676,0.050672792,-0.050672792
-0.29444015,-0.29444015,-7.1590986,-14.931381,-1.0657724,5.3509946,3.2693415,20.797413,4.8266997,1.7599268,-2.8912907,0.06666106,-0.8899709,0.17011914,0.22317535,-0.05290195,-0.42513636,-1.5781391,-0.014481733,1.2192976,-0.0153978355,0.6681763,-34.283962,0.049064904,-0.049064904,-0.046310984,0.046310984,0.024632199,-0.024632199
-0.3335054,-0.3335054,-7.153183,-14.711904,-1.2189839,5.346275,3.2305555,20.717714,4.8046684,1.7081683,-2.8952088,0.11523132,-0.8861186,0.15069956,0.19963878,-0.037840836,-0.42568028,-1.6442268,-0.0122340005,1.3214248,-0.021239445,0.64098656,-34.155415,-0.007513555,0.007513555,-0.05862396,0.05862396,0.020875955,-0.020875955
-0.31534457,-0.31534457,-7.1912136,-14.641024,-1.1127288,5.336622,3.1903086,20.630566,4.876546,1.7198604,-2.897109,0.13097373,-0.88501513,0.08271321,0.21103652,-0.033885766,-0.44551122,-1.723211,-0.010200319,1.3253844,-0.027565882,0.69842887,-34.10043,0.012383953,-0.012383953,-0.0685014,0.0685014,-0.0054663527,0.0054663527
-0.30158266,-0.30158266,-7.2250767,-14.502649,-1.1103717,5.327465,3.154233,20.55896,4.93011,1.665457,-2.9084365,0.15032807,-0.8856987,0.09862061,0.22689599,-0.04222659,-0.4522216,-1.7513187,-0.0136027625,1.4140393,-0.020596227,0.6568557,-34.028984,0.012693394,-0.012693394,-0.06199177,0.06199177,0.017886773,-0.017886773
-0.28541705,-0.28541705,-7.2816043,-14.3221655,-1.1531304,5.319251,3.1142576,20.49272,4.966031,1.6548512,-2.901467,0.1163906,-0.88833416,0.08697885,0.22731814,-0.028460372,-0.4416432,-1.7966267,-0.016390042,1.3865609,-0.028045408,0.7125136,-33.92949,0.04309084,-0.04309084,-0.042771906,0.042771906,0.015285626,-0.015285626
-0.27144894,-0.27144894,-7.3970942,-14.012607,-1.3194678,5.306437,3.0886757,20.402658,5.014358,1.6458398,-2.905667,0.12150196,-0.8860735,0.10716305,0.2267443,-0.0381492,-0.42840385,-1.7806498,-0.011281794,1.3996785,-0.02038714,0.67729044,-33.859486,0.03506861,-0.03506861,-0.053736746,0.053736746,0.024898704,-0.024898704
